Using default cache: /tmp/krb5cc_1000
Using principal: ai/holmes-mm-c1@YX.HZ.NETEASE.COM
Using keytab: /etc/ai.keytab
Authenticated to Kerberos v5
07/17/2020 17:07:48 - WARNING - __main__ -   device: cuda, n_gpu: 2,
07/17/2020 17:07:48 - INFO - __main__ -   loading vocab
07/17/2020 17:07:49 - INFO - __main__ -   loading embedding
07/17/2020 17:07:53 - INFO - __main__ -   Training parameters Namespace(adam_epsilon=1e-08, attention_dropout_prob=0.2, cnn_filter_sizes=[1, 2, 3], cnn_num_filters=200, data_dir='/data/wangzhipeng05/DAMM_data/data', device=device(type='cuda'), do_eval=True, do_lower_case=True, do_test=True, do_train=True, embedding_dropout_prob=0.2, embedding_size=300, eval_steps=200, fix_embedding=True, gradient_accumulation_steps=1, hidden_dropout_prob=0.2, hidden_size=300, intermediate_size=2048, labels=['[', '0', ',', '1', ',', '2', ']'], learning_rate=0.0001, logger=<Logger __main__ (INFO)>, logging_steps=100, lr_decay_rate=0.95, lr_decay_steps=40000, max_grad_norm=1.0, max_seq_length_a=35, max_seq_length_b=35, max_steps=-1, min_learning_rate=1e-07, n_gpu=2, no_cuda=False, norm_eps=1e-12, num_attention_heads=6, num_encoder_layers=2, num_hidden_layers=4, num_last_selfatt_layers=2, num_train_epochs=50, output_dir='/model/wangzhipeng05/DAMM_output/snli', per_gpu_eval_batch_size=256, per_gpu_test_batch_size=256, per_gpu_train_batch_size=256, save_steps=500, seed=2020, task='snli', use_smooth=False, vocab_size=100000, warmup_steps=0, weight_decay=0.01)
07/17/2020 17:07:54 - INFO - __main__ -   Writing example 0/549367
07/17/2020 17:07:54 - INFO - __main__ -   Writing example 10000/549367
07/17/2020 17:07:55 - INFO - __main__ -   Writing example 20000/549367
07/17/2020 17:07:55 - INFO - __main__ -   Writing example 30000/549367
07/17/2020 17:07:55 - INFO - __main__ -   Writing example 40000/549367
07/17/2020 17:07:55 - INFO - __main__ -   Writing example 50000/549367
07/17/2020 17:07:56 - INFO - __main__ -   Writing example 60000/549367
07/17/2020 17:07:56 - INFO - __main__ -   Writing example 70000/549367
07/17/2020 17:07:56 - INFO - __main__ -   Writing example 80000/549367
07/17/2020 17:07:56 - INFO - __main__ -   Writing example 90000/549367
07/17/2020 17:07:57 - INFO - __main__ -   Writing example 100000/549367
07/17/2020 17:07:57 - INFO - __main__ -   Writing example 110000/549367
07/17/2020 17:07:57 - INFO - __main__ -   Writing example 120000/549367
07/17/2020 17:07:57 - INFO - __main__ -   Writing example 130000/549367
07/17/2020 17:07:58 - INFO - __main__ -   Writing example 140000/549367
07/17/2020 17:07:58 - INFO - __main__ -   Writing example 150000/549367
07/17/2020 17:07:58 - INFO - __main__ -   Writing example 160000/549367
07/17/2020 17:07:58 - INFO - __main__ -   Writing example 170000/549367
07/17/2020 17:07:59 - INFO - __main__ -   Writing example 180000/549367
07/17/2020 17:07:59 - INFO - __main__ -   Writing example 190000/549367
07/17/2020 17:07:59 - INFO - __main__ -   Writing example 200000/549367
07/17/2020 17:07:59 - INFO - __main__ -   Writing example 210000/549367
07/17/2020 17:07:59 - INFO - __main__ -   Writing example 220000/549367
07/17/2020 17:08:00 - INFO - __main__ -   Writing example 230000/549367
07/17/2020 17:08:00 - INFO - __main__ -   Writing example 240000/549367
07/17/2020 17:08:00 - INFO - __main__ -   Writing example 250000/549367
07/17/2020 17:08:00 - INFO - __main__ -   Writing example 260000/549367
07/17/2020 17:08:01 - INFO - __main__ -   Writing example 270000/549367
07/17/2020 17:08:01 - INFO - __main__ -   Writing example 280000/549367
07/17/2020 17:08:01 - INFO - __main__ -   Writing example 290000/549367
07/17/2020 17:08:02 - INFO - __main__ -   Writing example 300000/549367
07/17/2020 17:08:02 - INFO - __main__ -   Writing example 310000/549367
07/17/2020 17:08:02 - INFO - __main__ -   Writing example 320000/549367
07/17/2020 17:08:02 - INFO - __main__ -   Writing example 330000/549367
07/17/2020 17:08:02 - INFO - __main__ -   Writing example 340000/549367
07/17/2020 17:08:02 - INFO - __main__ -   Writing example 350000/549367
07/17/2020 17:08:03 - INFO - __main__ -   Writing example 360000/549367
07/17/2020 17:08:03 - INFO - __main__ -   Writing example 370000/549367
07/17/2020 17:08:03 - INFO - __main__ -   Writing example 380000/549367
07/17/2020 17:08:04 - INFO - __main__ -   Writing example 390000/549367
07/17/2020 17:08:04 - INFO - __main__ -   Writing example 400000/549367
07/17/2020 17:08:04 - INFO - __main__ -   Writing example 410000/549367
07/17/2020 17:08:04 - INFO - __main__ -   Writing example 420000/549367
07/17/2020 17:08:04 - INFO - __main__ -   Writing example 430000/549367
07/17/2020 17:08:04 - INFO - __main__ -   Writing example 440000/549367
07/17/2020 17:08:05 - INFO - __main__ -   Writing example 450000/549367
07/17/2020 17:08:05 - INFO - __main__ -   Writing example 460000/549367
07/17/2020 17:08:06 - INFO - __main__ -   Writing example 470000/549367
07/17/2020 17:08:06 - INFO - __main__ -   Writing example 480000/549367
07/17/2020 17:08:06 - INFO - __main__ -   Writing example 490000/549367
07/17/2020 17:08:06 - INFO - __main__ -   Writing example 500000/549367
07/17/2020 17:08:06 - INFO - __main__ -   Writing example 510000/549367
07/17/2020 17:08:07 - INFO - __main__ -   Writing example 520000/549367
07/17/2020 17:08:07 - INFO - __main__ -   Writing example 530000/549367
07/17/2020 17:08:07 - INFO - __main__ -   Writing example 540000/549367
07/17/2020 17:08:10 - INFO - __main__ -   ***** Running training *****
07/17/2020 17:08:10 - INFO - __main__ -     Num examples = 549367
07/17/2020 17:08:10 - INFO - __main__ -     Num Epochs = 50
07/17/2020 17:08:10 - INFO - __main__ -     Instantaneous batch size per GPU = 256
07/17/2020 17:08:10 - INFO - __main__ -     Total train batch size = 512
07/17/2020 17:08:10 - INFO - __main__ -     Gradient Accumulation steps = 1
07/17/2020 17:08:10 - INFO - __main__ -     Total optimization steps = 53650
